recipeId,ingredientDescription
930,1 tablespoon lemon juice
930,2 slices cheese (smoked provolone recommended)
930,4 slices bread
930,4 slices deli meat (optional)
930,beef stock
930,butter spread
930,flour
930,freshly ground black pepper
930,ground black pepper
930,kosher salt
930,mashed potatoes
930,pan drippings
930,rib
930,texas toast
930,unsalted butter
931, cups water
931, tablespoons olive oil
931,"1 bunch spinach, cleaned and roughly chopped"
931,2 pounds leftover porchetta
931,"3 cloves garlic, minced"
931,"4 tablespoons mayonnaise, 1 tablespoon per sandwich"
931,"4 whole great and sturdy buns, sliced"
931,"frozen whipped topping, thawed"
931,hot fudg ic cream top
931,ice cream
931,salt peanut
932, cups shredded parmesan cheese
932, cups sliced green pepper
932,1 cup shredded colby-jack cheese
932,1 jar (4 oz. jar) pimentos
932,"1 package (11 oz. package, refrigerated dough) pillsbury french loaf"
932,1 pound deli smoked turkey
932,1 pound sliced hard salami
932,1 tablespoon butter
932,1 teaspoon basil
932,1 teaspoon oregano
932,4 whole green onions
932,black pepper
932,cheese
932,dijon mustard
932,eggs
932,kosher salt
932,milk
932,powdered sugar
932,red currant jelly
932,slices ham
932,turkey breast
932,unsalted butter
932,white sandwich bread
934,1 package sandwich buns (8 count)
934,1 whole onion
934,"16 ounces, fluid favorite bbq sauce"
934,2 cups ginger ale
934,3 pounds boneless pork shoulder roast
934,cold water
934,gelatin
934,granulated sugar
934,kosher salt
934,light corn syrup
934,peanuts
934,shells
934,sugar
934,vanilla bean
934,vanilla extract
934,vegetable oil
934,white sandwich bread
935," packages bacon, cooked until chewy (1 pound package)"
935, teaspoons garlic powder
935, teaspoons onion powder
935, teaspoons seasoned salt
935,1 jar bbq sauce (18 ounce jar)
935,1 pound ground beef
935,1 teaspoon freshly ground black pepper
935,1 teaspoon hot sauce
935,"1 whole onion, caramelized"
935,4 slices pepper jack or monterey jack cheese
935,"6 tablespoons butter, divided"
935,8 slices sourdough bread
935,avocado
935,fresh lime juice
935,red onion
935,sesame seeds
935,smoked salmon
935,wasabi paste
935,white bread
936,"1 pound ham, sliced, chopped, or shaved"
936,1 stick melted butter
936,1 teaspoon mustard powder
936,1 teaspoon poppyseeds
936,1 teaspoon worcestershire sauce
936,2 cups swiss or provolone cheese
936,2 packages (12 oz. package) pepperidge farm rolls
936,bibb lettuce
936,butter
936,crab
936,flour
936,ground black pepper
936,salt
936,tartar sauce
936,vegetable oil
936,white sandwich bread
938, cups water
938, teaspoons sea salt
938,1 cup whole wheat flour
938,1 teaspoon baking powder
938,1 teaspoon powdered milk
938,6 slices favorite cheese
938,black pepper
938,eggplant
938,fresh basil leaves
938,italian bread
938,lemon juice
938,mayonnaise
938,"oil, for frying"
938,olive oil
938,plum tomatoes
938,romano cheese
939, cups prepared creamy coleslaw (please see my recipe box for my version)
939,1 slice swiss cheese
939,"1 tablespoon butter, softened"
939,1 tablespoon thousand island dressing
939,2 slices rye bread (please see my recipe box for my gluten free version)
939,celery
939,chicken breasts
939,croissants
939,lettuce leaves
939,light mayonnaise
939,mango
939,pineapple
939,salt
939,sliced almonds
939,sliced green onions
939,teriyaki sauce
939,toast
940,1 loaf sourdough bread
940,"1 package cream cheese, softened"
940,"1 teaspoon dry mustard powder, start small"
940,1 teaspoon onion powder
940,"4 cups shredded cheese, variety"
940,"4 tablespoons butter, softened"
940,canola oil
940,chopped fresh cilantro
940,coconut milk
940,kimchi
940,mayonnaise
940,potato rolls
940,sauce
940,shredded cheddar cheese
940,shredded monterey jack cheese
940,spam
940,sweet chili sauc
940,toast sesam seed
941, cups mayonnaise
941, whole avocado
941," whole roasted red bell pepper, sliced"
941,"1 clove garlic, minced"
941,"1 piece boneless skinless chicken breast, sliced"
941,1 teaspoon montreal chicken seasoning
941,2 teaspoons italian seasoning
941,4 slices italian sourdough bread
941,brie cheese
941,chutney
941,ham
941,"olive oil, to drizzle on the sandwich"
941,pumpernickel bread
941,tart apples
943, cups peanut butter
943, teaspoons salt
943,1 cup brown sugar
943,1 cup peanut butter
943,1 cup sugar
943,1 teaspoon vanilla
943,2 sticks unsalted butter
943,2 teaspoons baking soda
943,2 whole eggs
943,3 cups all-purpose flour
943,3 cups powdered sugar
943,4 tablespoons milk
943,bread
943,creme fraiche
943,curry powder
943,filet
943,for frosting:
943,fresh dill
943,hard-cooked egg
943,lettuce
943,red onion
943,sugar
943,water
944, cups nutella
944, cups powdered sugar
944, teaspoons salt
944,"1 cup butter, softened"
944,1- teaspoon vanilla extract
944,2 cups flour
944,american cheese
944,beaten eggs
944,butter
944,minced garlic
944,pepperoni
944,salt
944,submarine sandwich rolls
945, teaspoons yellow mustard
945,1 teaspoon butter
945,2 slices good bread
945,2 slices ham
945,2 slices roasted pork (or smoked turkey if you are lacking)
945,"2 slices swiss cheese, or if you dare, manchego"
945,3 slices good dill pickles
945,anchovi filet
945,cow milk mozzarella
945,dry bread crumbs
945,eggs
945,extra-virgin olive oil
945,flour
945,fresh mozzarella
945,mozzarella
945,oil for pan
945,other
945,prosciutto
945,salt
945,white bread
946, sticks butter
946, whole yellow or sweet onion
946,1 bunch romaine lettuce (small)
946,1 clove garlic ( i like two)
946,1 package braunschweiger or liverwurst
946,"4 ounces, fluid cream cheese"
946,4 slices sourdough bread
946,chuck
946,kosher salt
946,prepared horseradish
946,sandwich buns
946,shallots
946,sharp cheddar cheese
946,thousand island dressing
946,vegetable oil
947, loaves whole grain baguette
947,2 leaves lettuce
947,2 slices mozzarella cheese
947,2 tablespoons pesto sauce
947,3 slices turkey
947,heavy cream
947,mayonnaise
947,pepper
947,red bell pepper
947,salt
947,skinless boneless chicken breast
947,white bread
948,1 can beef broth 14 oz can
948,1 can beer 12 oz can
948,1 can french onion soup (or beef broth) 10oz can
948,1 tablespoon garlic powder
948,1 tablespoon seasoned salt
948,"1 whole onion, sliced"
948,"2 pounds roast meat, your choice"
948,2 tablespoons worcestershire sauce
948,4 slices provolone cheese
948,4 whole sandwich rolls
948,bay leaf
948,capers
948,english cucumber
948,garlic
948,green bell pepper
948,ground black pepper
948,hand
948,harissa
948,hero rolls
948,kosher salt
948,olive oil
948,pepper
948,pitted black olives
948,tomatoes
948,tuna
948,whole peeled tomatoes
948,yellow onion
948,yukon gold potatoes
950, cups catsup
950, cups tomato sauce
950, teaspoons garlic salt
950, teaspoons oregano
950,1 pound ground beef
950,1 tablespoon minced onion
950,2 tablespoons grated parmesan cheese
950,"6 ounces, weight provolone slices"
950,6 whole sandwich buns
950,asparagus
950,cook bacon
950,pain au levain
950,salad
950,scallions
951, cups milk
951," pounds honey ham, thinly sliced"
951,1 cup raspberry or strawberry jam
951,1 teaspoon vanilla extract
951,"2 whole eggs, beaten"
951,4 slices mozzarella cheese
951,8 slices texas toast or french bread
951,butter
951,chives
951,chopped celery
951,dijon mustard
951,eggs
951,ground black pepper
951,mayonnaise
951,pumpernickel bread
951,salt
951,watercress
951,white wine vinegar
952,2 slices red/purple onion
952,2 slices tasty bread
952,2 tablespoons philadelphia vegetable cream cheese
952,"3 whole cherry tomatoes, halved"
952,5 strips red bell pepper
952,active dry yeast
952,arugula
952,baking soda
952,cheese
952,eggs
952,flour
952,honey
952,prosciutto
952,salt
952,whole milk
953,1 box ritz crackers (2 sleeves from a 16 ounce box)
953,1 jar creamy peanut butter (16 ounce jar)
953,1 package almond bark (20 ounce package)
953,apricot preserves
953,black forest ham
953,brie cheese
953,dijon mustard
953,italian bread
953,olive oil
954, cups milk
954,1- cup bisquick baking mix (or your favorite biscuit recipe)
954,"16 ounces, weight jimmy dean sage sausage"
954,5 tablespoons butter
954,5 tablespoons raspberry jam or jelly
954,5 whole eggs
954,"8 ounces, weight cream cheese"
954,american chees slice
954,unsalted butter
954,white sandwich bread
955, cups eggnog
955, cups sugar
955, teaspoons nutmeg
955,1 box (16 oz. box) gingersnaps
955,"16 ounces, weight cool whip"
955,"8 ounces, weight cream cheese"
955,black peppercorns
955,bread
955,capers
955,filet
955,fresh dill
955,lettuce
955,minced onion
955,red wine vinegar
955,salt
955,sugar
955,water
955,whole cloves
956, jars pepperoncini peppers (use about 8 ounes plus the juice)
956,1 package dry good seasons zesty italian salad dressing mix
956,"2 cups beef broth -- approx. (1  1/2 to 2 cups, i use better than bouillon but a low-sodium beef broth would also work well)"
956,2 teaspoons italian seasoning
956,4 pounds chuck or rump roast -- trimmed of fat (3-4 lbs.)
956,butter
956,deli ham
956,dill pickles
956,"favorite cheese (cheddar, colby/jack, mozzarella, provolone, etc.)"
956,"fresh ground pepper, garlic powder, etc. -- optional"
956,kaiser rolls (or other sturdy sandwich rolls)
956,loin
956,portuguese rolls
956,"sauteed onions, green peppers, and mushrooms -- optional"
956,swiss cheese
956,yellow mustard
957," cups butter, softened"
957, cups sugar
957, teaspoons baking soda
957, teaspoons salt
957,1 cup butter
957,1 cup english toffee bits
957,1 cup packed brown sugar
957,1 teaspoon vanilla
957,2 teaspoons vanilla
957,2 whole eggs
957,2- cups all-purpose flour
957,4 cups powdered sugar
957,4 tablespoons half-and-half or milk
957,basil
957,bulb fennel
957,calamari
957,canola oil
957,cilantro
957,cornmeal
957,cucumber
957,dried chile
957,fish sauce
957,flakes
957,for the filling:
957,garlic
957,hoagie rolls
957,lime
957,mayonnaise
957,sauce
957,tentacles
957,_____
958, cups hellmanns mayonnaise
958,1 dash celery salt
958,1 dash garlic powder
958,1 dash onion salt
958,1 loaf white bread
958,1 tablespoon dried parsley flakes
958,1 tablespoon grated onion
958,1 whole cucumber
958,"3 ounces, weight cream cheese"
958,beef
958,black pepper
958,chili powder
958,fresh lemon juice
958,garlic cloves
958,garlic powder
958,horseradish
958,kosher salt
958,london broil
958,mayonnaise
958,onion
958,onion powder
958,oregano
958,paprika
958,rye bread
958,sour cream
959, tablespoons butter
959,1 teaspoon olive oil
959,"1 whole green onion, thinly sliced"
959,2 slices raw white cheddar cheese
959,2 slices tomato
959,"2 slices wheat sourdough bread, halved"
959,"3 whole crimini mushrooms, chopped"
959,4 slices prosciutto
959,"4 whole eggs, fried (2 yolks, 4 whites)"
959,breast halv
959,cayenne pepper
959,celery salt
959,garlic salt
959,handful of spinach leaves
959,kaiser rolls
959,lemon pepper seasoning
959,lettuce leaves
959,olive oil
959,paprika
959,pepper
959,tomatoes
960, cups brown sugar
960, teaspoons dried mustard
960, teaspoons garlic powder
960, teaspoons ground coriander
960, teaspoons ground cumin
960, teaspoons onion powder
960,"1 cup extra-sharp cheddar cheese, grated"
960,1 dash freshly ground black pepper
960,1 dash salt
960,1 pinch pepper
960,1 pinch salt
960,1 tablespoon all-purpose flour
960,1 tablespoon ground cayenne pepper
960,1 tablespoon herbes de provence
960,1 tablespoon reserved drippings
960,1 tablespoon smoked paprika
960,1 whole (about 2 1/2 pounds) eye round of beef
960,2 cups warm water
960,2 teaspoons instant yeast
960,2 teaspoons salt
960,4 cups bread flour
960,5 tablespoons milk
960,active dry yeast
960,chickpeas
960,cilantro
960,curry powder
960,flour
960,for the rolls:
960,for the sauce:
960,for the spice rub:
960,garlic
960,granny smith apples
960,ground cumin
960,ground turmeric
960,kosher salt
960,sugar
960,tamarind paste
960,vegetable oil
960,yellow onion
961, cups finely chopped pecans
961, cups hellmans mayonnaise
961,"16 ounces, weight jar stuffed green olives"
961,3 dashes tabasco sauce
961,5 whole hard boiled eggs
961,bolillo
961,chicken stock
961,chopped cilantro
961,garlic
961,ground black pepper
961,kosher salt
961,lard
961,pinto beans
961,plum tomatoes
961,queso oaxaca
961,serrano chile
961,white onion
962,"1 bunch fresh basil, leaves torn whole"
962,"1 can (3.25 oz. size) smoked herring, in olive oil"
962,"1 package (8 oz. size) plain cream cheese, or as needed"
962,"1 whole cucumber, sliced in rounds"
962,16 slices mini rye bread
962,coarse salt
962,freshly ground pepper
962,grain
962,jelly
962,lamb
962,mayonnaise
962,mint leaves
962,romaine lettuce
962,watercress
963,"1 cup mozzarella cheese, shredded"
963,1 tablespoon olive oil
963,1 whole onion
963,12 whole italian sausage links (with fennel or spicy or mixture of both)
963,2 tablespoons tomato paste
963,"3 whole plum tomatoes, chopped"
963,"4 cloves garlic, chopped"
963,"4 whole bell peppers (mixed red, yellow, orange), stem and seeds removed"
963,8 pieces hoagie rolls or rolls of your choice
963,8 teaspoons mayonnaise 1 teaspoon per roll- if preferred
963,anchovy fillets
963,capers
963,fish
963,french bread
963,garlic cloves
963,hard-boiled egg
963,olive oil
963,olives
963,red onion
963,"roasted red peppers, drained"
963,tomatoes
964," teaspoons pepper, fresh-ground"
964, teaspoons sea salt
964," whole rotisserie chicken, meat pulled off the bone and shredded"
964,"1 cup roma tomatoes, diced"
964,"2 tablespoons mustard, yellow or dijon"
964,2 tablespoons sweet relish
964,3 tablespoons mayonnaise
964,3 whole handfuls baby spinach
964,"4 strips bacon, chopped"
964,"8 slices bread, whole wheat"
964,apple cider vinegar
964,cayenne
964,celery seed
964,chicken
964,chips
964,garlic powder
964,ground black pepper
964,ground coriander
964,ground cumin
964,kosher salt
964,mayonnaise
964,prepared horseradish
964,sugar
964,sweet paprika
966, cups kraft greek vinaigrette dressing
966," pounds roast beef, shaved (deli is fine)"
966,"1 whole green bell pepper, cut into thin strips"
966,"1 whole onion, cut in half and sliced thin"
966,"4 whole sub or hoagie rolls, not too bread-y or soft, chewy is best"
966,anchovi filet
966,arugula
966,bay leaves
966,canola oil
966,capers
966,crusty sandwich rolls
966,egg yolks
966,extra-virgin olive oil
966,flakes
966,flat leaf parsley
966,garlic
966,ground black pepper
966,kosher salt
966,"mild banana pepper rings, to serve on top"
966,pork loin
966,red onion
966,red wine vinegar
966,rosemary
966,thyme
966,tuna
966,white wine
967, teaspoons salt
967,1 cup powdered sugar
967,"1 cup unsalted butter, softened"
967,1 teaspoon baking soda
967,1 teaspoon vanilla extract
967,1- cup sugar
967,2 tablespoons milk
967,2 tablespoons vanilla extract
967,2 teaspoons cream of tartar
967,3 cups unbleached all-purpose flour
967,"8 ounces, fluid cream cheese, softened"
967,capers
967,ciabatta buns
967,coarsely ground black pepper
967,egg yolks
967,fennel seeds
967,flakes
967,for the vanilla cream cheese frosting:
967,garlic
967,ground black pepper
967,hazelnut oil
967,hazelnuts
967,kosher salt
967,lemon
967,olive oil
967,parsley leaves
967,pork shoulder
967,rosemary
967,sage leaves
967,salt
967,shallots
967,_____
968, cups nutella
968,"2 tablespoons butter, at room temperature"
968,"4 ounces, weight goat cheese (at room temperature)"
968,8 slices country white bread (1/4 inch thick)
968,bread
968,fontina cheese
968,ham
968,mustard
968,watercress
969, cups mayonnaise
969, teaspoons black pepper
969, teaspoons granulated garlic
969, teaspoons salt
969,"1 teaspoon pesto (i used rosemary, but basil would be awesome)"
969,2 teaspoons olive oil
969,"2 whole boneless, skinless chicken breasts"
969,3 whole roasted red peppers
969,6 slices provolone cheese
969,6 whole kaiser rolls
969,active dry yeast
969,canola oil
969,chocolate
969,flour
969,greens
969,ice
